"Introduction","Id_Chargeur","Date PEC","Site","Id_Site","Nombre de place de stationnement","Nombre de place PMR","Localisation","Photo Site","Chargeur","Marque - Modèle","Numéro de série","Nombre de prise","Année de fabrication","Date de mise en service","Photo Chargeur","Etat Chargeur","Chargeur - Anomalie","Chargeur - Défaut(s) constaté(s)","Chargeur - Solution(s) proposée(s)","Chargeur - Photo anomalie","Prise 1","Prise 1 - Identifiant","Prise 1 - Type de prise","Prise 1 - Puissance","Prise 1 - Câble attaché ?","Prise 1 - Etat prise","Prise 1 - Etat câble","Prise 1 - Test de charge","Prise 1 - Raison ?","Prise 1 - Anomalie","Prise 1 - Défaut(s) constaté(s)","Prise 1 - Solution(s) proposée(s)","Prise 1 - Photo anomalie","Prise 2","Prise 2 - Identifiant","Prise 2 - Type de prise","Prise 2 - Puissance","Prise 2 - Câble attaché ?","Prise 2 - Etat prise","Prise 2 - Etat câble","Prise 2 - Test de charge","Prise 2 - Raison ?","Prise 2 - Anomalie","Prise 2 - Défaut(s) constaté(s)","Prise 2 - Solution(s) proposée(s)","Prise 2 - Photo anomalie","Prise 3","Prise 3 - Identifiant","Prise 3 - Type de prise","Prise 3 - Puissance","Prise 3 - Câble attaché ?","Prise 3 - Etat prise","Prise 3 - Etat câble","Prise 3 - Test de charge","Prise 3 - Raison ?","Prise 3 - Anomalie","Prise 3 - Défaut(s) constaté(s)","Prise 3 - Solution(s) proposée(s)","Prise 3 - Photo anomalie","Alimentation","Point de livraison","Numéro PRM","Marque Modèle Disjoncteur","Réglage intensité","Réglage différentiel","Etat PDL / Disjoncteur","Photo PDL","Photo Disjoncteur","Alimentation - Anomalie","Alimentation - Défaut(s) constaté(s)","Alimentation - Solution(s) proposée(s)","Alimentation - Photo anomalie","Communication","ICCID","Charge Point ID","Moyens de paiement","Terminal de paiement ?","En service ?","Marque TPE","Numéro de série TPE","Etat TPE","Photo TPE","Photo plaque signalétique TPE","Moyent de paiement - Anomalie","Moyent de paiement - Défaut(s) constaté(s)","Moyent de paiement - Solution(s) proposée(s)","Moyent de paiement - Photo anomalie","Protection anticolision","Type de protection","Protection - Quantité","Etat protections","Présence de stop-roues ?","Protection - Anomalie","Protection - Défaut(s) constaté(s)","Protection - Solution(s) proposée(s)","Protection - Photo anomalie","Panneaux de signalisation","Signalisation - Quantité","Fixation","Type de panneaux","Logo VE au sol ?","Etat signalisation","Signalisation - Anomalie","Signalisation - Défaut(s) constaté(s)","Signalisation - Solution(s) proposée(s)","Signalisation - Photo anomalie","Contrôles","Contrôle 1","Contrôle 2","Contrôle 3","Contrôle 4","Contrôle 5","Contrôle 6","Contrôle 7","Contrôle 8","Contrôle 9","Contrôle 10","Contrôle 11","Contrôle 12","Contrôle 13","Contrôle 14","Contrôle 15","Contrôle 16","Contrôle 17","Contrôle 18","Contrôle - commentaires","Conclusion","Pose des stickers","Chargeur basculé chez LOAD STATION","Que reste-t-il à faire ?","Nom technicien","Signature"
"Traité","RFPN","7/1/2026","","Le Molay-Littry, Rue de la Fossé Frandemiche","2","0","49.242157, -0.878975","PEC_Images/RFPN.Photo Site.153537.jpg","","DBT - SQC-Keren","DBT.L2.966214","2","2024","19/7/2024","PEC_Images/RFPN.Photo Chargeur.153537.jpg","Bon","","","","","","RFPN1","T2 + EF","22","","Bon","","Fonctionnel","","","","","","","RFPN2","T2 + EF","22","","Bon","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50093419848483","BACO 401013","60","500","Bon","PEC_Images/RFPN.Photo PDL.153537.jpg","PEC_Images/RFPN.Photo Disjoncteur.153541.jpg","","","","","","89332401000037828734","DBT.L2.966214","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","2","Dans les emrobés","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","La mise en communication n'a pas été réalisé. La borne ne remonte pas sur Mobisdec.","Laurent Elodie","PEC_Images/RFPN.Signature.153541.png"
"Traité","EDRR","7/1/2026","","Caen, Rue De Champagne","2","0","49.194042, -0.386046","PEC_Images/EDRR.Photo Site.155513.jpg","","SGA MOBILITY - SGA TAO","TAO2114","2","2025","29/10/2025","PEC_Images/EDRR.Photo Chargeur.155513.jpg","Bon","","","","","","EDRR1","CCS","30","1","Comme neuf","Comme neuf","Fonctionnel","","","","","","","EDRR2","T2","22","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50083142491566","Baco","60","500","Bon","PEC_Images/EDRR.Photo PDL.155513.jpg","PEC_Images/EDRR.Photo Disjoncteur.155516.jpg","","","","","","89332401000037829294","TAO2114","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","Ras","","Fait","Fait","","Martineau clément","PEC_Images/EDRR.Signature.155516.png"
"Traité","ELNL","7/1/2026","","Caen, Rue Joseph Philippon","2","0","49.169599, -0.383246","PEC_Images/ELNL.Photo Site.170630.jpg","","SGA MOBILITY - SGA TAO","TAO2051","2","","","PEC_Images/ELNL.Photo Chargeur.170630.jpg","Comme neuf","","","","","","ELNL1","CCS","30","1","Comme neuf","Comme neuf","Fonctionnel","","","","","","","ELNL2","T2","22","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50054338900453","Baco","60","500","Comme neuf","PEC_Images/ELNL.Photo PDL.170630.jpg","PEC_Images/ELNL.Photo Disjoncteur.170634.jpg","","","","","","89332401000037829344","TAO2051","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","2","Dans les emrobés","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","Ras","","Fait","Fait","","Martineau Clément","PEC_Images/ELNL.Signature.170634.png"
"Traité","ABXV","7/1/2026","","Balleroy-sur-Drôme, 74 Rue du Sapin","2","0","49.182758, -0.834006","PEC_Images/ABXV.Photo Site.172211.jpg","","E-TOTEM - E TOTEM 22 KVA","ET263","2","2017","16/6/2017","PEC_Images/ABXV.Photo Chargeur.172211.jpg","Bon","","","","","","ABXV1","T2 + EF","22","","Bon","","Fonctionnel","","","","","","","ABXV2","T2 + EF","22","","Bon","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","02475108428810","GR 04/2011","60","500","Bon","PEC_Images/ABXV.Photo PDL.172211.jpg","PEC_Images/ABXV.Photo Disjoncteur.172215.jpg","","","","","","89332401000037827983","ET263","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","2","Dans les emrobés","Rond interdiction de stationner , Carré Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","Logo Ve au sol partiellement présent à moitié effacé. Présence d'un TPE mais non câblé hors service.","","Fait","Fait","Reprogrammer pour faire afficher les connecteurs","Laurent elodie et Dupuy Philippe","PEC_Images/ABXV.Signature.172215.png"
"Traité","GANV","7/1/2026","","Ouistreham, Place Alfred Thomas","2","0","49.287426, -0.256410","PEC_Images/GANV.Photo Site.083141.jpg","","SGA MOBILITY - SGA AKO","AK2041","3","2025","24/4/2025","PEC_Images/GANV.Photo Chargeur.083141.jpg","Comme neuf","","","","","","GANV1","CCS","120","1","Comme neuf","Bon","Fonctionnel","Impossible de passer RFID ou selectionner borne une fois branché","1","CMS HS","Remplacement du CMS","PEC_Images/GANV.Prise 1 - Photo anomalie.134521.jpg","","GANV2","CCS","120","1","Comme neuf","Bon","Fonctionnel","Impossible de passer RFID ou selectionner borne une fois branché","1","CMS HS","Remplacement du CMS","PEC_Images/GANV.Prise 2 - Photo anomalie.134521.jpg","","GANV3","T2","22","","Comme neuf","","Fonctionnel","Impossible de passer RFID ou selectionner borne une fois branché","","","","","","A proximité","NA sur les Landis Gyr+","Schneider Electric","240","300","Comme neuf","PEC_Images/GANV.Photo PDL.083141.jpg","PEC_Images/GANV.Photo Disjoncteur.083145.jpg","","","","","","89332401000037830631","AK2041","","1","1","PAX IM30","IM 30-00L-RD6-00AU","Moyen","PEC_Images/GANV.Photo TPE.083145.jpg","PEC_Images/GANV.Photo plaque signalétique TPE.083145.jpg","","","","","","Poteau de protection","2","Bon","","","","","","","1","Dans la terre","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","Les 2 CMS sont HS","","Fait","Fait","Borne non remonté sur mobisdec/ impossible de tester borne, impossible de selectionner borne sur TPE","Verdier David","PEC_Images/GANV.Signature.083148.png"
"Traité","ZZAA","8/1/2026","","La Cambe, Place de la Mairie","2","0","49.342287, -1.004446","PEC_Images/ZZAA.Photo Site.090901.jpg","","DBT - UC150-ULTRA","DBT.QCNG.51240098375999","3","2024","24/10/2024","PEC_Images/ZZAA.Photo Chargeur.090901.jpg","Bon","","","","","","ZZAA1","CCS","150","1","Bon","Bon","Fonctionnel","","","","","","","ZZAA2","CHADEMO","50","1","Bon","Bon","Fonctionnel","","","","","","","ZZAA3","T2","22","","Bon","","Fonctionnel","","","","","","","A proximité","Na","Schneider NSX 400F","300","300","Bon","PEC_Images/ZZAA.Photo PDL.090901.jpg","PEC_Images/ZZAA.Photo Disjoncteur.090905.jpg","","","","","","89332401000037829005","DBT.QCNG.51240098375999","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","1","Dans la terre","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","Load motion et modifier le rapport car il y a un moyen de paiement mais il est sélectionner ""non""","DUPUY Philippe","PEC_Images/ZZAA.Signature.090904.png"
"Traité","DXFT","8/1/2026","","Bayeux, Boulevard Fabian Ware","2","0","49.272265, -0.711184","PEC_Images/DXFT.Photo Site.093351.jpg","","SGA MOBILITY - SGA ZELIE","ZID3059","2","2025","5/3/2025","PEC_Images/DXFT.Photo Chargeur.093351.jpg","Bon","","","","","","DXFT1","T2 + EF","22","","Bon","","Non testé","Badge refusé","","","","","","DXFT2","T2 + EF","22","","Bon","","Non testé","Badge refusé","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50048266056615","BACO 401014","60","500","Comme neuf","PEC_Images/DXFT.Photo PDL.093351.jpg","PEC_Images/DXFT.Photo Disjoncteur.093355.jpg","","","","","","89332401000037828445","ZID3059","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","1","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","Mise en communication plus bascule de La Borde sur la plateforme de supervision vu avec Marion. Impossible de mettre en communication car la borne n'existe pas en supervision après requête ping envoie 4 recu 2 : perdre 50 % vu avec Quentin et Marion","Laurent Elodie","PEC_Images/DXFT.Signature.093355.png"
"Traité","REHB","8/1/2026","","La Cambe, Rue des Écoles","2","0","49.342973, -1.003954","PEC_Images/REHB.Photo Site.095102.jpg","","SGA MOBILITY - SGA ZELIE","ZID3010","2","2024","11/6/2024","PEC_Images/REHB.Photo Chargeur.095102.jpg","Bon","","","","","","REHB1","T2 + EF","22","","Bon","","Fonctionnel","","","","","","","REHB2","T2 + EF","22","","Bon","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50049715115680","BACO 4 010 13","60","500","Bon","PEC_Images/REHB.Photo PDL.095102.jpg","PEC_Images/REHB.Photo Disjoncteur.095105.jpg","","","","","","89332401000037828726","ZID3010","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","0","","Rond interdiction de stationner , Rectangle Réservé au VE","1","","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","DUPUY Philippe","PEC_Images/REHB.Signature.095105.png"
"Traité","RQFL","8/1/2026","","Colombelles, Place Pierre Mendès France","2","0","49.200013, -0.301937","PEC_Images/RQFL.Photo Site.095121.jpg","","SGA MOBILITY - SGA TAO","TAO2118","2","2025","15/10/2025","PEC_Images/RQFL.Photo Chargeur.095121.jpg","Comme neuf","","","","","","RQFL1","CCS","30","1","Comme neuf","Bon","Fonctionnel","","","","","","","RQFL2","T2","22","1","Comme neuf","Comme neuf","Non fonctionnel","","1","Ne charge pas, pas de message d'erreur","-","PEC_Images/RQFL.Prise 2 - Photo anomalie.095121.jpg","","","","","","","","","","","","","","","Intégré au chargeur","50037990339781","Baco 401013","60","500","Comme neuf","PEC_Images/RQFL.Photo PDL.095124.jpg","PEC_Images/RQFL.Photo Disjoncteur.095124.jpg","","","","","","89332401000037830201","TAO2118","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Sur chargeur","Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Patiellement","Prise 2 (T2) ne charge pas.","","Fait","Fait","","Frappé David","PEC_Images/RQFL.Signature.095124.png"
"Traité","DWVP","8/1/2026","","Caen, Place Guillouard","2","0","49.180339, -0.371310","PEC_Images/DWVP.Photo Site.100418.jpg","","E-TOTEM - E TOTEM 22 KVA","ET101","2","2016","8/9/2016","PEC_Images/DWVP.Photo Chargeur.100418.jpg","Bon","","","","","","BXNM1","T2 + EF","22","","Bon","","Fonctionnel","","","","","","","DWVP2","T2 + EF","22","","Bon","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","02468596129810","Baco","60","500","Bon","PEC_Images/DWVP.Photo PDL.100418.jpg","PEC_Images/DWVP.Photo Disjoncteur.100422.jpg","","","","","","89332401000037829252","ET101","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","2","Dans la terre","Rond interdiction de stationner , Carré Réservé au VE","1","Bon","","","","","Traité","OK","SO","SO","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","URL avec mobisdec. ✅️","","Fait","Fait","Reste le sticker d’information au milieu car les vises sont difficiles d’accès","Martineau clément","PEC_Images/BXNM.Signature.100422.png"
"Traité","EDAM","8/1/2026","","Cabourg, 55 Av. de la Brèche Buhot","2","0","49.287348, -0.123593","PEC_Images/EDAM.Photo Site.103742.jpg","","SGA MOBILITY - SGA TAO","TAO2026","2","2025","31/1/2025","PEC_Images/EDAM.Photo Chargeur.103742.jpg","Comme neuf","","","","","","EDAM1","CCS","30","1","Comme neuf","Comme neuf","Fonctionnel","","","","","","","EDAM2","T2","22","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50084734584450","BACO 4 010 13","60","500","Comme neuf","PEC_Images/EDAM.Photo PDL.103742.jpg","PEC_Images/EDAM.Photo Disjoncteur.103746.jpg","","","","","","89332401000037830573","TAO2026","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Verdier David","PEC_Images/EDAM.Signature.103745.png"
"Traité","HFFK","8/1/2026","","Bayeux, Place de la Lombarderie","2","0","49.279177, -0.712268","PEC_Images/HFFK.Photo Site.104428.jpg","","SGA MOBILITY - SGA TAO","TAO2129","2","2026","","PEC_Images/HFFK.Photo Chargeur.104428.jpg","Comme neuf","","","","","","HFFK1","CCS","30","1","Bon","Bon","Fonctionnel","","","","","","","HFFK2","T2","30","","Bon","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50049131480001","BACO 401013","60","500","Bon","PEC_Images/HFFK.Photo PDL.104428.jpg","PEC_Images/HFFK.Photo Disjoncteur.104431.jpg","","","","","","89332401000037828528","TAO2129","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","2","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","Année de fabrication et de mise en service non trouvé mis 2026 par défaut","","Fait","Fait","","Laurent elodie","PEC_Images/HFFK.Signature.104431.png"
"Traité","FSPR","8/1/2026","","Colombelles, Place Albert Thomas","2","1","49.201687, -0.303414","PEC_Images/FSPR.Photo Site.104846.jpg","","SGA MOBILITY - SGA TAO","TAO2119","2","2015","8/1/2025","PEC_Images/FSPR.Photo Chargeur.104846.jpg","Bon","","","","","","FSPR1","CCS","30","1","Comme neuf","Comme neuf","Fonctionnel","","","","","","","FSPR2","T2","30","1","Comme neuf","Comme neuf","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50002385630302","Bacon 401011","60","500","Comme neuf","PEC_Images/FSPR.Photo PDL.104846.jpg","PEC_Images/FSPR.Photo Disjoncteur.104850.jpg","1","Manque plomb","-","PEC_Images/FSPR.Alimentation - Photo anomalie.104850.jpg","","89332401000037829518","TAO2119","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Sur chargeur","Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Frappé David","PEC_Images/FSPR.Signature.104849.png"
"Traité","CFQC","8/1/2026","","Grandcamp-Maisy, Rue Aristide Briand","2","0","49.388242, -1.045391","PEC_Images/CFQC.Photo Site.110049.jpg","","SGA MOBILITY - SGA ZELIE","ZID3096","2","2025","2/10/2025","PEC_Images/CFQC.Photo Chargeur.110049.jpg","Bon","1","Les leds de la borne s'éteignent en façade puis parfois clignotent vert rouge bleu puis se rééteignent. Parfois c'est stable en vert et parfois c'est éteint pendant 10 minutes.","Voir avec SGA, j'ai contrôlé la borne mais RAS, alim des cartes ok, connection à l'interface de la borne OK, les tensions sont Ok, connecteurs ok etc etc, j'ai filmé si besoin","PEC_Images/CFQC.Chargeur - Photo anomalie.174726.jpg","","CFQC1","T2 + EF","22","","Bon","","Non testé","Voir anomalie borne","","","","","","CFQC2","T2 + EF","22","","Bon","","Non testé","Voir anomalie borne","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50016570367595","BACO 4 010 11","60","500","Bon","PEC_Images/CFQC.Photo PDL.110049.jpg","PEC_Images/CFQC.Photo Disjoncteur.110053.jpg","","","","","","89332401000037828437","ZID3096","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","2","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Patiellement","Investiguer avec SGA sur l'anomalie rencontrée. Maj avec faite Sga","","Fait","Fait","CD : la borne n'est pas en supervision.  Malgré vérification tout semble ok sur l'interface Web et sur le teltonika. A voir avec Quentin si spécificités. Mario. QD: Voir avec SGA (voir anomalie)","DUPUY Philippe","PEC_Images/CFQC.Signature.110053.png"
"Traité","VSMY","8/1/2026","","Bayeux, Chemin Saint-Julien","2","0","49.279524, -0.718700","PEC_Images/VSMY.Photo Site.113501.jpg","","E-TOTEM - E TOTEM 22 KVA","ET325","2","2022","14/2/2022","PEC_Images/VSMY.Photo Chargeur.135032.jpg","Bon","1","3 phases + neutre en vert jaune entre le disjoncteur abonné BACO et les borniers d'alimentation dans la borne","Remplacement des fils par ceux des bonnes couleurs (10mm2 de 2m en rouge, marron, noir et bleu)","PEC_Images/VSMY.Chargeur - Photo anomalie.135032.jpg","","VSMY1","T2 + EF","22","","Bon","","Fonctionnel","Système de prise en charge du badge éteint impossible de Badger pour pouvoir charger diode éteinte","","Charge impossible le lecteur de badge ne fonctionne pas","Maintenance sur lecteur de badge","PEC_Images/VSMY.Prise 1 - Photo anomalie.113505.jpg","","VSMY2","T2 + EF","22","","Bon","","Fonctionnel","Impossible de tester la charge le lecteur de badge ne fonctionne pas","","Lecteur de badge ne fonctionne pas","Maintenance du lecteur de badge","PEC_Images/VSMY.Prise 2 - Photo anomalie.113506.jpg","","","","","","","","","","","","","","","Intégré au chargeur","50079249746285","BACO 401013","60","500","Dégradé","PEC_Images/VSMY.Photo PDL.113505.jpg","PEC_Images/VSMY.Photo Disjoncteur.113508.jpg","1","Capot au bas du disjoncteur est abîmé et ne tient pas, plombs manquant. Le bouton test du disjoncteur ne fonctionne pas.","Remplacer le disjoncteur","PEC_Images/VSMY.Alimentation - Photo anomalie.113509.jpg","","89332401000037828908","ET325","","","","","","","","","","","","","","Aucun","0","Hors d'usage","","1","Aucune protection,  sur la photo, on peut voir que des potelets ont été présents","Installer des protections","PEC_Images/VSMY.Protection - Photo anomalie.135032.jpg","","1","Dans la terre","Rond interdiction de stationner , Rectangle Réservé au VE","","","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Patiellement","Mise en place de l'affiche rigide
Paramètre ocpp remplacer
Commande impossible à distance Vidage stack vers la supervision","","Fait","Fait","Borne ne remonte pas sur Load Motion.","Laurent Elodie","PEC_Images/VSMY.Signature.113508.png"
"Traité","FUJV","8/1/2026","","Colombelles, Rue Raymond Cosson","2","0","49.203341, -0.295279","PEC_Images/FUJV.Photo Site.113953.jpg","","SGA MOBILITY - SGA TAO","TAO2120","2","2025","1/10/2025","PEC_Images/FUJV.Photo Chargeur.113953.jpg","Dégradé","1","Impact châssis","-","PEC_Images/FUJV.Chargeur - Photo anomalie.113953.jpg","","FUJV1","CCS","30","1","Bon","Comme neuf","Fonctionnel","","","","","","","FUJV2","T2","22","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50061142513706","Bacon 401011","60","500","Comme neuf","PEC_Images/FUJV.Photo PDL.113956.jpg","PEC_Images/FUJV.Photo Disjoncteur.113956.jpg","","","","","","89332401000037829526","TAO2120","","","","","","","","","","","","","","Poteau de protection","2","Dégradé","","1","Impact et tordu","-","PEC_Images/FUJV.Protection - Photo anomalie.113956.jpg","","2","Sur chargeur","Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Frappé David","PEC_Images/FUJV.Signature.113959.png"
"Traité","ECXV","8/1/2026","","Cabourg, Av. de la Cigogne","2","0","49.288699, -0.136453","PEC_Images/ECXV.Photo Site.122826.jpg","","SGA MOBILITY - SGA TAO","TAO2024","2","2025","9/1/2025","PEC_Images/ECXV.Photo Chargeur.122826.jpg","Comme neuf","","","","","","ECXV1","CCS","30","1","Comme neuf","Comme neuf","Fonctionnel","","","","","","","ECXV2","T2","22","","Bon","","Fonctionnel","","","Prise OK mais","","","","","","","","","","","","","","","","","Intégré au chargeur","50079380370173","BACO 4 010 11","60","500","Comme neuf","PEC_Images/ECXV.Photo PDL.122826.jpg","PEC_Images/ECXV.Photo Disjoncteur.122830.jpg","","","","","","89332401000037830565","TAO2024","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Verdier David","PEC_Images/ECXV.Signature.122830.png"
"Traité","VTUR","8/1/2026","","Colombelles, Rue Du Cuirassé Potemkine","2","0","49.185187, -0.304840","PEC_Images/VTUR.Photo Site.124305.jpg","","SGA MOBILITY - SGA TAO","TAO2120","2","2025","5/9/2025","PEC_Images/VTUR.Photo Chargeur.124305.jpg","Comme neuf","","","","","","VTUR1","CCS","30","1","Comme neuf","Comme neuf","Fonctionnel","","","","","","","VTUR2","T2","22","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50061289902617","Bacon 401013","60","500","Comme neuf","PEC_Images/VTUR.Photo PDL.124305.jpg","PEC_Images/VTUR.Photo Disjoncteur.124309.jpg","","","","","","89332401000037830417","TAO2120","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Sur chargeur","Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Frappé David","PEC_Images/VTUR.Signature.124309.png"
"Traité","HZKQ","8/1/2026","","Bayeux, Place aux Pommes","2","0","49.277672, -0.700338","PEC_Images/HZKQ.Photo Site.134030.jpg","","DBT - TINY","DBT.QCNG.51230098325492","2","2024","24/4/2024","PEC_Images/HZKQ.Photo Chargeur.134030.jpg","Bon","","","","","","HZKQ1","CCS","25","1","Bon","Bon","Fonctionnel","","","","","","","HZKQ2","T2","22","","Bon","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50074895129251","BACO 401013","60","500","Comme neuf","PEC_Images/HZKQ.Photo PDL.134033.jpg","PEC_Images/HZKQ.Photo Disjoncteur.134034.jpg","","","","","","89332401000037828577","DBT.QCNG.51230098325492","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","1","Sur mur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","Filtre n'a jamais été changé, à faire lors de la prochaine MP","","Fait","Fait","Mise en communication et paramétrage OCPP. La carte SIM n'a jamais accroché le réseau test ping défectueux envoi 4 recu 0 perte 100 %","Laurent Elodie","PEC_Images/HZKQ.Signature.134034.png"
"Traité","BPYH","8/1/2026","","Colomby-Anguerny, Grand' Rue","2","0","49.265166, -0.411323","PEC_Images/BPYH.Photo Site.135701.jpg","","SGA MOBILITY - SGA TAO","TAO2083","2","2025","19/6/2025","PEC_Images/BPYH.Photo Chargeur.135701.jpg","Comme neuf","","","","","","BPYH1","CCS","30","1","Comme neuf","Comme neuf","Fonctionnel","Carte de recharge invalide","","","","","","BPYH2","T2","22","","Comme neuf","","Fonctionnel","Carte de recharge invalide","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50027568913985","Baco","60","500","Comme neuf","PEC_Images/BPYH.Photo PDL.135701.jpg","PEC_Images/BPYH.Photo Disjoncteur.135704.jpg","","","","","","89332401000037829054","TAO2083","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","2","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","Étiquette numéro de tel maintenance non mise car aucune pochette pour la glisser dedans","","Fait","Fait","","Martineau clément","PEC_Images/BPYH.Signature.135704.png"
